edgeAssociated	mean_growth_rate	simulation
FALSE	0.0010620797890375812	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s3755_diversified_m1_n100
TRUE	0.003643664439974351	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s3755_diversified_m1_n100
FALSE	0.0010797894706976788	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s37939_diversified_m1_n100
TRUE	0.0036644641740682074	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s37939_diversified_m1_n100
FALSE	0.0010892282190569317	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s5353_diversified_m1_n100
TRUE	0.0036516214949268684	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s5353_diversified_m1_n100
FALSE	0.001075675198549862	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s48200_diversified_m1_n100
TRUE	0.003660955251777196	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s48200_diversified_m1_n100
FALSE	0.001073292057381151	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s23648_diversified_m1_n100
TRUE	0.0036738703098432965	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s23648_diversified_m1_n100
FALSE	0.0010735990006979891	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s28361_diversified_m1_n100
TRUE	0.003684306300582184	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s28361_diversified_m1_n100
FALSE	0.0010730512639965174	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s7216_diversified_m1_n100
TRUE	0.0037073277599916033	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s7216_diversified_m1_n100
FALSE	0.0011000187195311763	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s3456_diversified_m1_n100
TRUE	0.0036671679790277077	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s3456_diversified_m1_n100
FALSE	0.0010795264943235623	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s1677_diversified_m1_n100
TRUE	0.0036896120290209064	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s1677_diversified_m1_n100
FALSE	0.001086552078796399	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s15296_diversified_m1_n100
TRUE	0.0036734531686948434	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s15296_diversified_m1_n100
FALSE	5.506087234691099e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s20363_diversified_m1_n100
TRUE	0.0038485851475559803	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s20363_diversified_m1_n100
FALSE	5.75952652675302e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s43310_diversified_m1_n100
TRUE	0.0037410039106948053	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s43310_diversified_m1_n100
FALSE	5.790160130768289e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s53123_diversified_m1_n100
TRUE	0.0037478443669538876	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s53123_diversified_m1_n100
FALSE	5.621148890728471e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s62823_diversified_m1_n100
TRUE	0.0038162091143832157	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s62823_diversified_m1_n100
FALSE	5.526803457393144e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s29035_diversified_m1_n100
TRUE	0.0038162335391969805	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s29035_diversified_m1_n100
FALSE	5.768961341997305e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s36728_diversified_m1_n100
TRUE	0.003907718316017466	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s36728_diversified_m1_n100
FALSE	5.55210136843051e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s3730_diversified_m1_n100
TRUE	0.0037977729680469317	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s3730_diversified_m1_n100
FALSE	5.697702770990476e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s54011_diversified_m1_n100
TRUE	0.0038448910925889157	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s54011_diversified_m1_n100
FALSE	5.70339238995466e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s80300_diversified_m1_n100
TRUE	0.003872014448479675	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s80300_diversified_m1_n100
FALSE	5.578772866122581e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s83165_diversified_m1_n100
TRUE	0.0038041950247421816	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s83165_diversified_m1_n100
FALSE	5.672584680511808e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s32876_diversified_m1_n100
TRUE	0.0038961419376791124	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s32876_diversified_m1_n100
FALSE	5.644263148555397e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s65629_diversified_m1_n100
TRUE	0.0037528547490636296	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s65629_diversified_m1_n100
FALSE	5.742711374735998e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s87908_diversified_m1_n100
TRUE	0.0037778095134507377	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s87908_diversified_m1_n100
FALSE	5.729271033725047e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s68464_diversified_m1_n100
TRUE	0.003797171896613301	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s68464_diversified_m1_n100
FALSE	0.00056960627024021525	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s91109_diversified_m1_n100
TRUE	0.0037637165825776266	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s91109_diversified_m1_n100
FALSE	5.549543650189578e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s94765_diversified_m1_n100
TRUE	0.00398174596543509	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s94765_diversified_m1_n100
FALSE	5.625963176070376e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i6_s4066_diversified_m1_n100
TRUE	0.003787546566511423	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i6_s4066_diversified_m1_n100
FALSE	5.591651339127339e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i6_s51663_diversified_m1_n100
TRUE	0.0038481596657376576	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i6_s51663_diversified_m1_n100
FALSE	5.605980905844922e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i6_s63989_diversified_m1_n100
TRUE	0.003919950588458876	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i6_s63989_diversified_m1_n100
FALSE	5.560127037429572e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i7_s27834_diversified_m1_n100
TRUE	0.003988507729682645	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i7_s27834_diversified_m1_n100
FALSE	5.597853532717659e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i7_s49803_diversified_m1_n100
TRUE	0.0037875723362671768	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i7_s49803_diversified_m1_n100
FALSE	5.496433301006906e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i7_s97444_diversified_m1_n100
TRUE	0.00378759922938768	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i7_s97444_diversified_m1_n100
FALSE	5.654327602229817e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i8_s50357_diversified_m1_n100
TRUE	0.0038422806813754326	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i8_s50357_diversified_m1_n100
FALSE	5.695202109631825e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i8_s5136_diversified_m1_n100
TRUE	0.00377072518050717	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i8_s5136_diversified_m1_n100
FALSE	5.758311956147313e-4	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i8_s97191_diversified_m1_n100
TRUE	0.0038094550542159596	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i8_s97191_diversified_m1_n100
FALSE	0.0010366925314808679	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s20264_diversified_m1_n100
TRUE	0.004053701551116834	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s20264_diversified_m1_n100
FALSE	0.0010452947164202183	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s21491_diversified_m1_n100
TRUE	0.004049809782722173	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s21491_diversified_m1_n100
FALSE	0.0014451557898061977	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s35083_diversified_m1_n100
TRUE	0.004016658621524655	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s35083_diversified_m1_n100
FALSE	0.0010315736162155793	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s59583_diversified_m1_n100
TRUE	0.003930866617820816	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s59583_diversified_m1_n100
FALSE	0.0014207640813893748	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s80300_diversified_m1_n100
TRUE	0.004002713761135315	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s80300_diversified_m1_n100
FALSE	0.0010326469261952762	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s81847_diversified_m1_n100
TRUE	0.004228010350046126	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s81847_diversified_m1_n100
FALSE	0.0014190560574379651	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s86133_diversified_m1_n100
TRUE	0.004025206663633761	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i1_s86133_diversified_m1_n100
FALSE	0.001042357697272249	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s56472_diversified_m1_n100
TRUE	0.004057601147671075	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s56472_diversified_m1_n100
FALSE	0.0010186992021706232	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s85456_diversified_m1_n100
TRUE	0.00388747676812245	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s85456_diversified_m1_n100
FALSE	0.0010448797079723865	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s85625_diversified_m1_n100
TRUE	0.004179810790718813	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s85625_diversified_m1_n100
FALSE	0.001411717385221382	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s88201_diversified_m1_n100
TRUE	0.004223099523692345	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i2_s88201_diversified_m1_n100
FALSE	0.001409838943787017	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s26990_diversified_m1_n100
TRUE	0.003973558418154963	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s26990_diversified_m1_n100
FALSE	0.0010143045044746816	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s66240_diversified_m1_n100
TRUE	0.0038558424228800066	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s66240_diversified_m1_n100
FALSE	0.0010546831790979544	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s85208_diversified_m1_n100
TRUE	0.003933774996333055	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s85208_diversified_m1_n100
FALSE	0.001059600588869082	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s98842_diversified_m1_n100
TRUE	0.003928184102534401	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i3_s98842_diversified_m1_n100
FALSE	0.001025388288835184	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s16817_diversified_m1_n100
TRUE	0.003836338437561512	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s16817_diversified_m1_n100
FALSE	0.001053752991475242	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s20946_diversified_m1_n100
TRUE	0.0039031127392105043	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s20946_diversified_m1_n100
FALSE	0.0010509362096064118	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s60223_diversified_m1_n100
TRUE	0.003939253054456177	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s60223_diversified_m1_n100
FALSE	0.0014097316534794576	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s63912_diversified_m1_n100
TRUE	0.00405812896552934	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i4_s63912_diversified_m1_n100
FALSE	0.0010474594483886584	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s2734_diversified_m1_n100
TRUE	0.0038902689590720424	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s2734_diversified_m1_n100
FALSE	0.0010611013868257464	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s58705_diversified_m1_n100
TRUE	0.003965581105589052	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s58705_diversified_m1_n100
FALSE	0.0010418650179147377	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s78486_diversified_m1_n100
TRUE	0.003947550220901797	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s78486_diversified_m1_n100
FALSE	0.0014105178176560117	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s87365_diversified_m1_n100
TRUE	0.003983953876253416	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i5_s87365_diversified_m1_n100
FALSE	0.0014677884537133332	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s42011_diversified_m1_n100
TRUE	0.004267436228519473	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s42011_diversified_m1_n100
FALSE	0.0010553095813932872	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s57578_diversified_m1_n100
TRUE	0.0038876737193719677	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s57578_diversified_m1_n100
FALSE	0.0010191876810321345	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s71283_diversified_m1_n100
TRUE	0.003939894013064877	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s71283_diversified_m1_n100
FALSE	0.001011021139148256	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s95418_diversified_m1_n100
TRUE	0.0039738210131244605	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i6_s95418_diversified_m1_n100
FALSE	0.0010669932112436335	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s38125_diversified_m1_n100
TRUE	0.003957242355287041	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s38125_diversified_m1_n100
FALSE	0.0010574344294762982	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s66017_diversified_m1_n100
TRUE	0.0038303136999581298	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s66017_diversified_m1_n100
FALSE	0.0014217383464540743	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s76033_diversified_m1_n100
TRUE	0.00404289383857918	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s76033_diversified_m1_n100
FALSE	0.0010542184574979273	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s87032_diversified_m1_n100
TRUE	0.004038872918232541	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i7_s87032_diversified_m1_n100
FALSE	0.001043895276316531	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s42120_diversified_m1_n100
TRUE	0.004036458787502142	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s42120_diversified_m1_n100
FALSE	0.0010317186045488904	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s42970_diversified_m1_n100
TRUE	0.003987654294680894	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s42970_diversified_m1_n100
FALSE	0.0014544312050813403	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s8928_diversified_m1_n100
TRUE	0.004047171910819627	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s8928_diversified_m1_n100
FALSE	0.00104313751652016	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s92702_diversified_m1_n100
TRUE	0.0040626359113508145	sampconfig_m0_w1.1_d0.2_t1_mg0.99_mm1_l2e+08_i8_s92702_diversified_m1_n100
FALSE	0.0015130142854286413	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s7406_diversified_m1_n100
TRUE	0.00403070536609314	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s7406_diversified_m1_n100
FALSE	0.001522648321839931	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s78236_diversified_m1_n100
TRUE	0.004054393606893028	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s78236_diversified_m1_n100
FALSE	0.001502020291649247	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s78568_diversified_m1_n100
TRUE	0.0039592491629479405	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s78568_diversified_m1_n100
FALSE	0.0014903377090501328	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s8659_diversified_m1_n100
TRUE	0.0038895777739189176	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i1_s8659_diversified_m1_n100
FALSE	0.0015372526064463595	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i2_s23234_diversified_m1_n100
TRUE	0.003909107431704483	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i2_s23234_diversified_m1_n100
FALSE	0.0015390558128075332	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i2_s98708_diversified_m1_n100
TRUE	0.003978408374785093	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i2_s98708_diversified_m1_n100
FALSE	0.0015026095335538094	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i2_s99146_diversified_m1_n100
TRUE	0.0042084205448732	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i2_s99146_diversified_m1_n100
FALSE	0.0015138207220582922	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i3_s42354_diversified_m1_n100
TRUE	0.004041494809945187	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i3_s42354_diversified_m1_n100
FALSE	0.001539633601446859	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i3_s83672_diversified_m1_n100
TRUE	0.004079260955202692	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i3_s83672_diversified_m1_n100
FALSE	0.0015359603618384282	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i3_s93952_diversified_m1_n100
TRUE	0.003976580824350184	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i3_s93952_diversified_m1_n100
FALSE	0.001532564347784208	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i4_s11916_diversified_m1_n100
TRUE	0.004133773317901095	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i4_s11916_diversified_m1_n100
FALSE	0.0015147171920443924	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i4_s59275_diversified_m1_n100
TRUE	0.0040450966484846885	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i4_s59275_diversified_m1_n100
FALSE	0.001507788370725975	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i4_s95592_diversified_m1_n100
TRUE	0.00393963770662161	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i4_s95592_diversified_m1_n100
FALSE	0.0015351853674802054	sampconfig_m0_w1.1_d0.3_t1_mg0.99_mm1_l2e+08_i5_s10605_diversified_m1_n100
